site_id,cta_sites,incident_date,week_day,incident,incident_category,week_code,weekend,holiday,incident_time,incident_time,time_category,time_code,atm,restaurant,avgtemp,maxtemp,totalsnow,sunhour,sunset,sunrise,moonrise,moonset,Temperature,weather_description,Humidity,cloudcover,heatindex,hours_after_sunrise,hours_to_sunset
90,Pink Line Central Park Station,2/25/2020,Tuesday,0,none,7,0,0,23:00,23,night,2,0,0,34,36,0,5.5,18:35,7:33,8:50,20:37,32,Blizzard,97,100,32,15.45,-4.42
2,Red Line 95th/Dan Ryan Station,2/26/2020,Wednesday,1,Accident,2,0,0,22:59,22,night,2,1,2,30,30,0,5.5,18:36,7:31,9:14,21:36,27,Blizzard,75,55,27,15.47,-4.38
2,Red Line 95th/Dan Ryan Station,2/26/2020,Wednesday,1,Disturbance ,2,0,0,16:21,16,evening,4,1,2,30,30,0,5.5,18:36,7:31,9:14,21:36,30,Blizzard,87,100,30,8.83,2.25
6,63rd Street Lower Rail Yard,2/26/2020,Wednesday,1,Access Control,2,0,0,3:22,3,late_night,1,0,0,30,30,0,5.5,18:36,7:31,9:14,21:36,30,Blizzard,96,100,30,-4.15,15.23
6,63rd Street Lower Rail Yard,2/26/2020,Wednesday,1,Unsecure element,2,0,0,10:32,10,morning,5,0,0,30,30,0,5.5,18:36,7:31,9:14,21:36,30,Blizzard,95,100,30,3.02,8.07
24,Blue Line Jackson Station,2/26/2020,Wednesday,1,Disturbance ,2,0,0,23:57,23,night,2,3,4,30,30,0,5.5,18:36,7:31,9:14,21:36,27,Partly cloudy,75,61,27,16.43,-5.35
30,Blue Line Pulaski Station,2/26/2020,Wednesday,1,Theft,2,0,0,17:39,17,evening,4,0,0,30,30,0,5.5,18:36,7:31,9:14,21:36,28,Blizzard,85,100,28,10.13,0.95
30,Blue Line Pulaski Station,2/26/2020,Wednesday,1,Disturbance ,2,0,0,22:31,22,night,2,0,0,30,30,0,5.5,18:36,7:31,9:14,21:36,27,Blizzard,75,55,27,15,-3.92
96,Pink Line Pulaski Station,2/26/2020,Wednesday,1,Theft,2,0,0,23:58,23,night,2,0,0,30,30,0,5.5,18:36,7:31,9:14,21:36,27,Partly cloudy,75,61,27,16.45,-5.37
126,Red Line Grand Station,2/26/2020,Wednesday,1,Disturbance ,2,0,0,7:10,7,early_morning,3,0,6,30,30,0,5.5,18:36,7:31,9:14,21:36,30,Blizzard,96,100,30,-0.35,11.43
129,Red Line Jackson Station,2/26/2020,Wednesday,1,Disturbance ,2,0,0,3:07,3,late_night,1,2,9,30,30,0,5.5,18:36,7:31,9:14,21:36,30,Blizzard,96,100,30,-4.4,15.48
129,Red Line Jackson Station,2/26/2020,Wednesday,1,Tresspass,2,0,0,3:44,3,late_night,1,2,9,30,30,0,5.5,18:36,7:31,9:14,21:36,30,Blizzard,96,100,30,-3.78,14.87
130,Red Line Lake Station,2/26/2020,Wednesday,1,Tresspass,2,0,0,18:54,18,evening,4,2,1,30,30,0,5.5,18:36,7:31,9:14,21:36,28,Blizzard,84,100,28,11.38,-0.3
130,Red Line Lake Station,2/26/2020,Wednesday,1,Disturbance ,2,0,0,19:14,19,evening,4,2,1,30,30,0,5.5,18:36,7:31,9:14,21:36,28,Blizzard,81,83,28,11.72,-0.63
130,Red Line Lake Station,2/26/2020,Wednesday,1,Accident,2,0,0,23:15,23,night,2,2,1,30,30,0,5.5,18:36,7:31,9:14,21:36,27,Partly cloudy,75,61,27,15.73,-4.65
139,Red/Purple/Brown Lines Belmont,2/26/2020,Wednesday,1,General,2,0,0,7:46,7,early_morning,3,3,11,30,30,0,5.5,18:36,7:31,9:14,21:36,30,Blizzard,96,100,30,0.25,10.83
91,Pink Line Cicero Station,2/26/2020,Wednesday,0,none,2,0,0,11:00,11,morning,5,2,0,30,30,0,5.5,18:36,7:31,9:14,21:36,30,Blizzard,95,100,30,3.48,7.6
92,Pink Line Damen Station,2/26/2020,Wednesday,0,none,2,0,0,14:00,14,afternoon,6,1,4,30,30,0,5.5,18:36,7:31,9:14,21:36,30,Blizzard,91,100,30,6.48,4.6
30,Blue Line Pulaski Station,2/27/2020,Thursday,1,Disturbance ,3,0,0,0:11,0,late_night,1,0,0,25,28,0,7.1,18:38,7:30,9:37,22:34,27,Partly cloudy,75,66,27,-7.32,18.45
30,Blue Line Pulaski Station,2/27/2020,Thursday,1,Disturbance ,3,0,0,0:42,0,late_night,1,0,0,25,28,0,7.1,18:38,7:30,9:37,22:34,27,Partly cloudy,75,66,27,-6.8,17.93
30,Blue Line Pulaski Station,2/27/2020,Thursday,1,Disturbance ,3,0,0,0:44,0,late_night,1,0,0,25,28,0,7.1,18:38,7:30,9:37,22:34,27,Partly cloudy,75,66,27,-6.77,17.9
53,Clark/Lake Station (Brown Pink Orange Purple & Green),2/27/2020,Thursday,1,Disturbance ,3,0,0,1:55,1,late_night,1,2,2,25,28,0,7.1,18:38,7:30,9:37,22:34,25,Partly cloudy,76,73,25,-5.58,16.72
54,CTA Chicago South Bound (Brown Line),2/27/2020,Thursday,1,Disturbance ,3,0,0,4:12,4,early_morning,3,1,3,25,28,0,7.1,18:38,7:30,9:37,22:34,25,Light snow showers,77,86,25,-3.3,14.43
114,Red Line 63rd Street Station,2/27/2020,Thursday,1,Disturbance ,3,0,0,3:53,3,late_night,1,0,0,25,28,0,7.1,18:38,7:30,9:37,22:34,25,Light snow showers,77,88,25,-3.62,14.75
122,Red Line Cermak-Chinatown,2/27/2020,Thursday,1,Disturbance ,3,0,0,5:50,5,early_morning,3,0,0,25,28,0,7.1,18:38,7:30,9:37,22:34,23,Light snow,76,84,23,-1.67,12.8
133,Red Line Monroe Station,2/27/2020,Thursday,1,Disturbance ,3,0,0,16:07,16,evening,4,5,5,25,28,0,7.1,18:38,7:30,9:37,22:34,27,Overcast,62,70,27,8.62,2.52
95,Pink Line Polk Station,2/27/2020,Thursday,0,none,3,0,0,15:00,15,afternoon,6,2,3,25,28,0,7.1,18:38,7:30,9:37,22:34,28,Overcast,61,88,28,7.5,3.63
98,Pink Link 54th/Cermack Station,2/27/2020,Thursday,0,none,3,0,0,4:00,4,early_morning,3,4,1,25,28,0,7.1,18:38,7:30,9:37,22:34,25,Light snow showers,77,86,25,-3.5,14.63
13,Blue Line Austin Station,2/28/2020,Friday,1,General,1,0,0,9:30,9,morning,5,0,0,23,27,0,7.1,18:39,7:28,10:01,23:34,21,Overcast,72,90,21,2.03,9.15
30,Blue Line Pulaski Station,2/28/2020,Friday,1,Accident,1,0,0,15:16,15,afternoon,6,0,0,23,27,0,7.1,18:39,7:28,10:01,23:34,27,Overcast,58,64,27,7.8,3.38
129,Red Line Jackson Station,2/28/2020,Friday,1,Disturbance ,1,0,0,23:20,23,night,2,2,9,23,27,0,7.1,18:39,7:28,10:01,23:34,25,Partly cloudy,65,13,25,15.87,-4.68
99,Pink Link Western Station,2/28/2020,Friday,0,none,1,0,0,17:00,17,evening,4,1,3,23,27,0,7.1,18:39,7:28,10:01,23:34,25,Patchy light snow,60,40,25,9.53,1.65
103,Purple Line Central Station,2/28/2020,Friday,0,none,1,0,0,19:00,19,evening,4,0,0,23,27,0,7.1,18:39,7:28,10:01,23:34,25,Patchy light snow,61,23,25,11.53,-0.35
2,Red Line 95th/Dan Ryan Station,2/29/2020,Saturday,1,Access Control,4,1,0,10:23,10,morning,5,1,2,27,32,0,11.1,18:40,7:26,10:26,No moonset,23,Sunny,64,1,23,2.95,8.28
129,Red Line Jackson Station,2/29/2020,Saturday,1,Disturbance ,4,1,0,6:00,6,early_morning,3,2,9,27,32,0,11.1,18:40,7:26,10:26,No moonset,21,Clear,73,0,21,-1.43,12.67
139,Red/Purple/Brown Lines Belmont,2/29/2020,Saturday,1,Disturbance ,4,1,0,2:44,2,late_night,1,3,11,27,32,0,11.1,18:40,7:26,10:26,No moonset,23,Partly cloudy,69,6,23,-4.7,15.93
142,RedLine Roosevelt Station,2/29/2020,Saturday,1,Emergency,4,1,0,23:10,23,night,2,0,7,27,32,0,11.1,18:40,7:26,10:26,No moonset,30,Partly cloudy,64,10,30,15.73,-4.5
148,"Washington/Wabash Station (Brown, Pink, Orange, Purple & Green)",2/29/2020,Saturday,1,Disturbance ,4,1,0,23:28,23,night,2,1,5,27,32,0,11.1,18:40,7:26,10:26,No moonset,30,Partly cloudy,64,10,30,16.03,-4.8
104,Purple Line Davis Station,2/29/2020,Saturday,0,none,4,1,0,18:00,18,evening,4,0,1,27,32,0,11.1,18:40,7:26,10:26,No moonset,32,Partly cloudy,53,5,32,10.57,0.67
105,Purple Line Demper Station,2/29/2020,Saturday,0,none,4,1,0,6:00,6,early_morning,3,0,0,27,32,0,11.1,18:40,7:26,10:26,No moonset,21,Clear,73,0,21,-1.43,12.67
